12/17/2015,Life,[loser],1–2,RagnaroK,[winner],Z,Z,LotV,offline
12/17/2015,Life,[winner],2–0,Hurricane,[loser],Z,P,LotV,offline
12/15/2015,Life,[winner],2–1,DongRaeGu,[loser],Z,Z,LotV,online
12/13/2015,Life,[winner],2–0,RagnaroK,[loser],Z,Z,LotV,online
12/13/2015,Life,[winner],2–1,Armani,[loser],Z,Z,LotV,online
11/07/2015,Life,[winner],3–2,Classic,[loser],Z,P,HotS,offline
11/06/2015,Life,[winner],3–1,INnoVation,[loser],Z,T,HotS,offline
11/01/2015,Life,[winner],3–0,Lilbow,[loser],Z,P,HotS,offline
10/26/2015,Life,[winner],4–3,Stats,[loser],Z,P,HotS,online
10/23/2015,Life,[winner],3–1,Zest,[loser],Z,P,HotS,online
10/21/2015,Life,[winner],3–2,PartinG,[loser],Z,P,HotS,online
10/13/2015,Life,[winner],2–1,Stats,[loser],Z,P,HotS,online
09/07/2015,Life,[loser],0–1,Curious,[winner],Z,Z,HotS,offline
09/07/2015,Life,[winner],1–0,MMA,[loser],Z,T,HotS,offline
09/01/2015,Life,[winner],1–0,Dear,[loser],Z,P,HotS,offline
08/24/2015,Life,[winner],1–0,Trap,[loser],Z,P,HotS,offline
08/19/2015,Life,[winner],2–1,Solar,[loser],Z,Z,HotS,online
08/19/2015,Life,[winner],2–1,TY,[loser],Z,T,HotS,online
08/19/2015,Life,[winner],2–0,Bunny,[loser],Z,T,HotS,online
08/07/2015,Life,[loser],1–2,Bbyong,[winner],Z,T,HotS,offline
08/07/2015,Life,[winner],2–0,Stork,[loser],Z,P,HotS,offline
08/07/2015,Life,[loser],0–2,Bbyong,[winner],Z,T,HotS,offline
08/04/2015,Life,[loser],0–1,Curious,[winner],Z,Z,HotS,offline
07/30/2015,Life,[loser],1–2,INnoVation,[winner],Z,T,HotS,offline
07/30/2015,Life,[loser],1–2,herO,[winner],Z,P,HotS,offline
07/21/2015,Life,[winner],1–0,ByuL,[loser],Z,Z,HotS,offline
07/16/2015,Life,[winner],3–2,Trap,[loser],Z,P,HotS,offline
07/14/2015,Life,[loser],0–2,Classic,[winner],Z,P,HotS,online
07/14/2015,Life,[winner],2–1,Stats,[loser],Z,P,HotS,online
07/14/2015,Life,[loser],0–2,INnoVation,[winner],Z,T,HotS,online
07/10/2015,Life,[winner],3–1,aLive,[loser],Z,T,HotS,offline
06/24/2015,Life,[loser],1–2,Sora,[winner],Z,P,HotS,online
06/23/2015,Life,[loser],0–1,HerO,[winner],Z,P,HotS,offline
06/21/2015,Life,[loser],1–2,TY,[winner],Z,T,HotS,online
06/21/2015,Life,[winner],2–0,Rize,[loser],Z,P,HotS,online
06/08/2015,Life,[winner],1–0,Dear,[loser],Z,P,HotS,offline
06/02/2015,Life,[winner],1–0,Classic,[loser],Z,P,HotS,offline
05/27/2015,Life,[loser],1–2,MyuNgSiK,[winner],Z,P,HotS,offline
05/25/2015,Life,[winner],1–0,Leenock,[loser],Z,Z,HotS,offline
05/19/2015,Life,[winner],1–0,KeeN,[loser],Z,T,HotS,offline
05/13/2015,Life,[loser],0–2,Bbyong,[winner],Z,T,HotS,offline
05/07/2015,Life,[winner],2–0,Trap,[loser],Z,P,HotS,offline
05/07/2015,Life,[loser],1–2,ByuL,[winner],Z,Z,HotS,offline
05/07/2015,Life,[winner],2–1,soO,[loser],Z,Z,HotS,offline
05/03/2015,Life,[winner],3–2,Terminator,[loser],Z,P,HotS,offline
04/14/2015,Life,[winner],1–0,Losira,[loser],Z,Z,HotS,offline
03/31/2015,Life,[winner],1–0,BrAvO,[loser],Z,T,HotS,offline
03/22/2015,Life,[winner],4–3,PartinG,[loser],Z,P,HotS,offline
03/18/2015,Life,[winner],4–3,herO,[loser],Z,P,HotS,offline
03/12/2015,Life,[loser],2–3,INnoVation,[winner],Z,T,HotS,offline
03/06/2015,Life,[winner],3–2,INnoVation,[loser],Z,T,HotS,offline
03/03/2015,Life,[loser],0–1,Bbyong,[winner],Z,T,HotS,offline
02/26/2015,Life,[winner],3–1,Dear,[loser],Z,P,HotS,offline
02/13/2015,Life,[winner],2–1,Soulkey,[loser],Z,Z,HotS,offline
02/02/2015,Life,[loser],0–1,Stats,[winner],Z,P,HotS,offline
02/01/2015,Life,[winner],3–1,PartinG,[loser],Z,P,HotS,offline
09/30/2017,sOs,[loser],0–1,INnoVation,[winner],P,T,LotV,online
09/30/2017,sOs,[loser],0–3,herO,[winner],P,P,LotV,offline
09/29/2017,sOs,[winner],3–1,Ryung,[loser],P,T,LotV,offline
09/16/2017,sOs,[loser],3–4,INnoVation,[winner],P,T,LotV,offline
09/06/2017,sOs,[winner],4–1,Stats,[loser],P,P,LotV,offline
08/30/2017,sOs,[winner],3–2,Solar,[loser],P,Z,LotV,offline
08/19/2017,sOs,[winner],2–0,Patience,[loser],P,P,LotV,offline
08/19/2017,sOs,[winner],2–1,herO,[loser],P,P,LotV,offline
08/19/2017,sOs,[loser],0–2,ByuN,[winner],P,T,LotV,offline
08/19/2017,sOs,[winner],2–0,Bunny,[loser],P,T,LotV,offline
08/06/2017,sOs,[winner],1–0,ShoWTimE,[loser],P,P,LotV,offline
08/04/2017,sOs,[loser],1–3,Neeb,[winner],P,P,LotV,offline
07/22/2017,sOs,[winner],2–1,TY,[loser],P,T,LotV,offline
07/22/2017,sOs,[winner],2–1,Curious,[loser],P,Z,LotV,offline
07/15/2017,sOs,[loser],1–2,jjakji,[winner],P,T,LotV,offline
07/09/2017,sOs,[loser],0–2,TY,[winner],P,T,LotV,online
07/09/2017,sOs,[loser],0–2,GuMiho,[winner],P,T,LotV,online
07/01/2017,sOs,[loser],1–2,Bunny,[winner],P,T,LotV,offline
06/29/2017,sOs,[loser],0–2,Hurricane,[winner],P,P,LotV,online
06/29/2017,sOs,[loser],1–2,Bunny,[winner],P,T,LotV,online
06/25/2017,sOs,[loser],1–2,Ryung,[winner],P,T,LotV,offline
06/25/2017,sOs,[winner],2–0,Billowy,[loser],P,P,LotV,offline
05/15/2017,sOs,[winner],2–0,Patience,[loser],P,P,LotV,offline
05/08/2017,sOs,[loser],1–2,INnoVation,[winner],P,T,LotV,offline
05/01/2017,sOs,[loser],1–2,Dark,[winner],P,Z,LotV,offline
04/24/2017,sOs,[loser],1–2,Zest,[winner],P,P,LotV,offline
04/19/2017,sOs,[loser],1–2,INnoVation,[winner],P,T,LotV,offline
04/19/2017,sOs,[winner],2–0,Impact,[loser],P,Z,LotV,offline
04/17/2017,sOs,[loser],0–2,aLive,[winner],P,T,LotV,offline
04/03/2017,sOs,[winner],2–1,Stats,[loser],P,P,LotV,offline
03/29/2017,sOs,[winner],2–1,Bunny,[loser],P,T,LotV,offline
03/27/2017,sOs,[loser],1–2,Solar,[winner],P,Z,LotV,offline
03/20/2017,sOs,[loser],1–2,Maru,[winner],P,T,LotV,offline
03/08/2017,sOs,[winner],2–1,aLive,[loser],P,T,LotV,offline
03/08/2017,sOs,[winner],2–1,HerO,[loser],P,P,LotV,offline
02/25/2017,sOs,[winner],3–2,herO,[loser],P,P,LotV,offline
02/18/2017,sOs,[winner],2–0,KeeN,[loser],P,T,LotV,offline
02/18/2017,sOs,[winner],2–0,Bunny,[loser],P,T,LotV,offline
02/18/2017,sOs,[loser],1–2,KeeN,[winner],P,T,LotV,offline
01/30/2017,sOs,[loser],0–2,Stats,[winner],P,P,LotV,online
01/29/2017,sOs,[winner],3–0,Curious,[loser],P,Z,LotV,online
01/27/2017,sOs,[loser],1–3,INnoVation,[winner],P,T,LotV,online
01/26/2017,sOs,[loser],1–3,Nerchio,[winner],P,Z,LotV,online
01/26/2017,sOs,[winner],2–1,KeeN,[loser],P,T,LotV,online
01/26/2017,sOs,[winner],2–0,Yours,[loser],P,Z,LotV,online
01/21/2017,sOs,[loser],0–1,Nerchio,[winner],P,Z,LotV,offline
01/21/2017,sOs,[loser],0–1,ShoWTimE,[winner],P,P,LotV,offline
01/11/2017,sOs,[winner],2–1,Billowy,[loser],P,P,LotV,offline
01/11/2017,sOs,[winner],2–0,Curious,[loser],P,Z,LotV,offline
01/11/2017,sOs,[loser],0–2,Billowy,[winner],P,P,LotV,offline
12/27/2016,sOs,[loser],1–2,Leenock,[winner],P,Z,LotV,offline
12/27/2016,sOs,[winner],2–1,Impact,[loser],P,Z,LotV,offline
11/20/2016,sOs,[loser],1–3,Rogue,[winner],P,Z,LotV,offline
11/19/2016,sOs,[winner],3–1,Stats,[loser],P,P,LotV,offline
11/19/2016,sOs,[winner],3–1,Elazer,[loser],P,Z,LotV,offline
11/18/2016,sOs,[winner],3–0,TLO,[loser],P,Z,LotV,offline
11/18/2016,sOs,[winner],3–0,Bly,[loser],P,Z,LotV,offline
11/10/2016,sOs,[loser],0–2,Zest,[winner],P,P,LotV,online
10/15/2016,sOs,[loser],0–2,GuMiho,[winner],P,T,LotV,online
10/15/2016,sOs,[winner],2–0,Leenock,[loser],P,Z,LotV,online
09/25/2016,sOs,[loser],1–3,Solar,[winner],P,Z,LotV,offline
09/13/2016,sOs,[loser],0–2,Patience,[winner],P,P,LotV,online
09/13/2016,sOs,[winner],2–1,jjakji,[loser],P,T,LotV,online
09/10/2016,sOs,[loser],1–4,ByuN,[winner],P,T,LotV,offline
09/03/2016,sOs,[winner],1–0,jjakji,[loser],P,T,LotV,offline
10/12/2016,Polt,[loser],0–2,iaguz,[winner],T,T,LotV,online
10/12/2016,Polt,[loser],1–2,TooDming,[winner],T,Z,LotV,online
09/16/2016,Polt,[loser],1–2,Elazer,[winner],T,Z,LotV,online
09/16/2016,Polt,[loser],1–2,aLive,[winner],T,T,LotV,online
09/16/2016,Polt,[loser],1–2,Strange,[winner],T,P,LotV,online
08/26/2016,Polt,[loser],1–3,Snute,[winner],T,Z,LotV,online
08/26/2016,Polt,[winner],3–0,Cham,[loser],T,Z,LotV,online
08/26/2016,Polt,[winner],2–0,Kelazhur,[loser],T,T,LotV,online
08/14/2016,Polt,[winner],3–1,Neeb,[loser],T,P,LotV,offline
08/13/2016,Polt,[winner],3–2,PtitDrogo,[loser],T,P,LotV,offline
08/13/2016,Polt,[winner],3–0,TooDming,[loser],T,Z,LotV,offline
08/12/2016,Polt,[winner],3–1,ShaDoWn,[loser],T,P,LotV,offline
07/27/2016,Polt,[winner],2–1,Patience,[loser],T,P,LotV,online
07/27/2016,Polt,[winner],2–1,Patience,[loser],T,P,LotV,online
07/27/2016,Polt,[winner],2–1,Forte,[loser],T,T,LotV,online
07/25/2016,Polt,[winner],2–1,XiGua,[loser],T,Z,LotV,online
07/24/2016,Polt,[winner],1–0,Kelazhur,[loser],T,T,LotV,online
07/24/2016,Polt,[winner],1–0,Hydra,[loser],T,Z,LotV,online
07/24/2016,Polt,[winner],1–0,RagnaroK,[loser],T,Z,LotV,online
07/24/2016,Polt,[winner],1–0,Super,[loser],T,P,LotV,online
07/14/2016,Polt,[loser],1–2,MaNa,[winner],T,P,LotV,offline
07/14/2016,Polt,[winner],2–0,POX,[loser],T,P,LotV,offline
07/08/2016,Polt,[loser],0–3,Bails,[winner],T,P,LotV,online
07/08/2016,Polt,[winner],3–0,Scarlett,[loser],T,Z,LotV,online
07/08/2016,Polt,[loser],1–3,Hydra,[winner],T,Z,LotV,online
06/03/2016,Polt,[winner],3–2,Solar,[loser],T,Z,LotV,online
05/30/2016,Polt,[winner],2–0,Bails,[loser],T,P,LotV,online
05/30/2016,Polt,[winner],2–1,Neeb,[loser],T,P,LotV,online
05/30/2016,Polt,[winner],2–0,Epic,[loser],T,T,LotV,online
05/16/2016,Polt,[loser],0–3,Nerchio,[winner],T,Z,LotV,offline
05/15/2016,Polt,[winner],3–1,Elazer,[loser],T,Z,LotV,offline
05/14/2016,Polt,[winner],3–2,Strange,[loser],T,P,LotV,offline
05/06/2016,Polt,[winner],3–0,PiLiPiLi,[loser],T,P,LotV,offline
05/06/2016,Polt,[winner],2–0,Zan,[loser],T,T,LotV,offline
04/21/2016,Polt,[loser],1–2,XiGua,[winner],T,Z,LotV,online
04/11/2016,Polt,[winner],1–0,State,[loser],T,P,LotV,online
04/09/2016,Polt,[loser],2–3,Neeb,[winner],T,P,LotV,online
04/03/2016,Polt,[loser],2–3,Cham,[winner],T,Z,LotV,online
04/03/2016,Polt,[winner],2–1,Drunkenboi,[loser],T,T,LotV,online
04/03/2016,Polt,[winner],2–0,Bails,[loser],T,P,LotV,online
04/03/2016,Polt,[winner],2–0,PiLiPiLi,[loser],T,P,LotV,online
03/28/2016,Polt,[winner],4–2,Beastyqt,[loser],T,T,LotV,online
03/28/2016,Polt,[winner],2–0,Beastyqt,[loser],T,T,LotV,online
03/28/2016,Polt,[winner],2–1,Kelazhur,[loser],T,T,LotV,online
03/11/2016,Polt,[loser],1–3,Nerchio,[winner],T,Z,LotV,online
03/11/2016,Polt,[loser],2–3,Rogue,[winner],T,Z,LotV,online
03/05/2016,Polt,[winner],4–2,Snute,[loser],T,Z,LotV,offline
03/05/2016,Polt,[winner],3–0,Nerchio,[loser],T,Z,LotV,offline
03/02/2016,Polt,[winner],3–1,Lambo,[loser],T,Z,LotV,offline
02/27/2016,Polt,[loser],1–2,Neeb,[winner],T,P,LotV,online
02/27/2016,Polt,[winner],2–0,Jason,[loser],T,T,LotV,online
02/26/2016,Polt,[winner],3–1,Scarlett,[loser],T,Z,LotV,online
02/26/2016,Polt,[loser],2–3,Kelazhur,[winner],T,T,LotV,online
02/14/2016,Polt,[loser],1–3,Hydra,[winner],T,Z,LotV,online
02/13/2016,Polt,[loser],2–3,Neeb,[winner],T,P,LotV,online
02/13/2016,Polt,[winner],3–0,JonSnow,[loser],T,Z,LotV,online
02/13/2016,Polt,[winner],3–0,KoMA,[loser],T,T,LotV,online
02/10/2016,Polt,[winner],3–0,EJK,[loser],T,T,LotV,online
02/10/2016,Polt,[winner],2–0,SoulSpirit,[loser],T,Z,LotV,online
02/07/2016,Polt,[winner],3–2,sOs,[loser],T,P,LotV,online
02/06/2016,Polt,[winner],3–1,Kelazhur,[loser],T,T,LotV,online
02/05/2016,Polt,[loser],1–2,Kelazhur,[winner],T,T,LotV,online
02/01/2016,Polt,[loser],2–3,Soulkey,[winner],T,Z,LotV,offline
12/14/2015,Polt,[loser],0–2,MaNa,[winner],T,P,LotV,online
12/12/2015,Polt,[winner],2–1,Snute,[loser],T,Z,LotV,online
10/18/2017,TY,[winner],2–1,Trap,[loser],T,P,LotV,online
10/11/2017,TY,[winner],3–2,INnoVation,[loser],T,T,LotV,online
10/11/2017,TY,[winner],2–0,Zest,[loser],T,P,LotV,online
10/10/2017,TY,[loser],0–3,INnoVation,[winner],T,T,LotV,online
10/10/2017,TY,[winner],2–1,Trap,[loser],T,P,LotV,online
10/10/2017,TY,[winner],2–0,Creator,[loser],T,P,LotV,online
10/10/2017,TY,[winner],2–0,aLive,[loser],T,T,LotV,online
10/09/2017,TY,[winner],2–0,Rail,[loser],T,P,LotV,online
10/03/2017,TY,[winner],1–1,Dear,[winner],T,P,LotV,online
10/03/2017,TY,[winner],1–1,Solar,[winner],T,Z,LotV,online
10/03/2017,TY,[loser],0–2,Dark,[winner],T,Z,LotV,online
09/30/2017,TY,[loser],0–1,GuMiho,[winner],T,T,LotV,online
09/17/2017,TY,[loser],1–2,RagnaroK,[winner],T,Z,LotV,offline
09/17/2017,TY,[loser],0–3,Scarlett,[winner],T,Z,LotV,online
09/17/2017,TY,[winner],3–0,Kelazhur,[loser],T,T,LotV,online
09/17/2017,TY,[winner],2–1,Classic,[loser],T,P,LotV,online
09/02/2017,TY,[loser],0–3,Dark,[winner],T,Z,LotV,offline
08/26/2017,TY,[winner],2–0,Patience,[loser],T,P,LotV,offline
08/13/2017,TY,[loser],0–1,Rogue,[winner],T,Z,LotV,online
08/06/2017,TY,[loser],0–4,INnoVation,[winner],T,T,LotV,offline
08/06/2017,TY,[loser],0–1,Kelazhur,[winner],T,T,LotV,offline
08/05/2017,TY,[winner],3–1,soO,[loser],T,Z,LotV,offline
08/05/2017,TY,[winner],3–2,Neeb,[loser],T,P,LotV,offline
08/04/2017,TY,[winner],3–0,Scarlett,[loser],T,Z,LotV,offline
07/30/2017,TY,[loser],2–3,herO,[winner],T,P,LotV,offline
07/27/2017,TY,[winner],2–0,Dark,[loser],T,Z,LotV,offline
07/22/2017,TY,[loser],1–2,sOs,[winner],T,P,LotV,offline
07/16/2017,TY,[loser],0–2,GuMiho,[winner],T,T,LotV,online
07/09/2017,TY,[loser],1–2,Rogue,[winner],T,Z,LotV,online
07/09/2017,TY,[winner],2–0,sOs,[loser],T,P,LotV,online
07/09/2017,TY,[loser],0–2,Rogue,[winner],T,Z,LotV,online
06/25/2017,TY,[winner],2–0,Creator,[loser],T,P,LotV,offline
06/24/2017,TY,[loser],0–1,Solar,[winner],T,Z,LotV,online
06/24/2017,TY,[winner],1–0,ShoWTimE,[loser],T,P,LotV,online
06/24/2017,TY,[winner],1–0,aLive,[loser],T,T,LotV,online
06/07/2017,TY,[loser],2–3,GuMiho,[winner],T,T,LotV,offline
06/03/2017,TY,[loser],0–3,herO,[winner],T,P,LotV,offline
05/27/2017,TY,[loser],2–3,Classic,[winner],T,P,LotV,offline
05/27/2017,TY,[winner],2–1,aLive,[loser],T,T,LotV,offline
05/27/2017,TY,[loser],1–2,Classic,[winner],T,P,LotV,offline
05/27/2017,TY,[winner],2–0,INnoVation,[loser],T,T,LotV,offline
05/20/2017,TY,[loser],1–3,ByuN,[winner],T,T,LotV,offline
05/13/2017,TY,[winner],3–1,Ryung,[loser],T,T,LotV,offline
05/06/2017,TY,[winner],3–2,Dear,[loser],T,P,LotV,offline
05/06/2017,TY,[winner],2–0,Rogue,[loser],T,Z,LotV,offline
05/06/2017,TY,[winner],2–0,Patience,[loser],T,P,LotV,offline
04/30/2017,TY,[winner],1–0,Dark,[loser],T,Z,LotV,online
04/30/2017,TY,[loser],0–1,Dark,[winner],T,Z,LotV,online
04/30/2017,TY,[loser],0–1,Solar,[winner],T,Z,LotV,online
04/30/2017,TY,[loser],0–1,soO,[winner],T,Z,LotV,online
04/29/2017,TY,[loser],0–2,Ryung,[winner],T,T,LotV,offline
04/23/2017,TY,[winner],1–0,herO,[loser],T,P,LotV,online
04/23/2017,TY,[winner],1–0,Classic,[loser],T,P,LotV,online
04/22/2017,TY,[winner],2–0,Losira,[loser],T,Z,LotV,offline
04/16/2017,TY,[loser],0–1,Solar,[winner],T,Z,LotV,online
04/16/2017,TY,[winner],1–0,Solar,[loser],T,Z,LotV,online
04/16/2017,TY,[loser],0–1,soO,[winner],T,Z,LotV,online
04/16/2017,TY,[loser],0–1,Dark,[winner],T,Z,LotV,online
04/06/2017,TY,[loser],0–3,herO,[winner],T,P,LotV,offline
04/02/2017,TY,[loser],0–2,Creator,[winner],T,P,LotV,offline
03/29/2017,TY,[winner],2–1,GuMiho,[loser],T,T,LotV,offline
03/29/2017,TY,[winner],2–0,Leenock,[loser],T,Z,LotV,offline
03/24/2017,TY,[loser],1–2,Classic,[winner],T,P,LotV,offline
03/10/2017,TY,[loser],0–1,herO,[winner],T,P,LotV,offline
03/10/2017,TY,[loser],0–1,ByuL,[winner],T,Z,LotV,offline
10/18/2017,INnoVation,[loser],0–2,Stats,[winner],T,P,LotV,online
10/17/2017,INnoVation,[winner],3–2,Solar,[loser],T,Z,LotV,online
10/17/2017,INnoVation,[winner],2–0,Trap,[loser],T,P,LotV,online
10/17/2017,INnoVation,[winner],2–0,aLive,[loser],T,T,LotV,online
10/17/2017,INnoVation,[winner],2–0,Creator,[loser],T,P,LotV,online
10/15/2017,INnoVation,[loser],2–3,aLive,[winner],T,T,LotV,online
10/15/2017,INnoVation,[loser],2–3,Stats,[winner],T,P,LotV,online
10/12/2017,INnoVation,[loser],1–3,herO,[winner],T,P,LotV,online
10/11/2017,INnoVation,[loser],2–3,TY,[winner],T,T,LotV,online
10/11/2017,INnoVation,[winner],2–1,Bunny,[loser],T,T,LotV,online
10/11/2017,INnoVation,[winner],2–0,Firefly,[loser],T,P,LotV,online
10/10/2017,INnoVation,[winner],3–0,TY,[loser],T,T,LotV,online
10/10/2017,INnoVation,[winner],2–1,Solar,[loser],T,Z,LotV,online
10/10/2017,INnoVation,[winner],2–1,SpeCial,[loser],T,T,LotV,online
10/04/2017,INnoVation,[winner],1–1,aLive,[winner],T,T,LotV,online
10/04/2017,INnoVation,[winner],1–1,Hurricane,[winner],T,P,LotV,online
10/04/2017,INnoVation,[winner],2–0,Impact,[loser],T,Z,LotV,online
10/01/2017,INnoVation,[loser],2–3,Rogue,[winner],T,Z,LotV,offline
09/30/2017,INnoVation,[loser],0–1,Snute,[winner],T,Z,LotV,online
09/30/2017,INnoVation,[winner],1–0,PtitDrogo,[loser],T,P,LotV,online
09/30/2017,INnoVation,[winner],1–0,sOs,[loser],T,P,LotV,online
09/30/2017,INnoVation,[winner],1–0,Impact,[loser],T,Z,LotV,online
09/30/2017,INnoVation,[winner],1–0,Maru,[loser],T,T,LotV,online
09/26/2017,INnoVation,[winner],4–1,Impact,[loser],T,Z,LotV,online
09/26/2017,INnoVation,[winner],2–0,GuMiho,[loser],T,T,LotV,online
09/20/2017,INnoVation,[loser],2–3,soO,[winner],T,Z,LotV,online
09/18/2017,INnoVation,[winner],2–1,Snute,[loser],T,Z,LotV,online
09/18/2017,INnoVation,[winner],3–0,Nerchio,[loser],T,Z,LotV,online
09/16/2017,INnoVation,[winner],4–3,sOs,[loser],T,P,LotV,offline
09/12/2017,INnoVation,[loser],1–2,herO,[winner],T,P,LotV,online
09/12/2017,INnoVation,[winner],2–0,Impact,[loser],T,Z,LotV,online
09/05/2017,INnoVation,[winner],2–1,Impact,[loser],T,Z,LotV,online
08/22/2017,INnoVation,[loser],1–2,Creator,[winner],T,P,LotV,online
08/21/2017,INnoVation,[winner],2–1,Solar,[loser],T,Z,LotV,offline
08/17/2017,INnoVation,[winner],3–1,Stats,[loser],T,P,LotV,online
08/16/2017,INnoVation,[winner],2–1,GuMiho,[loser],T,T,LotV,offline
08/16/2017,INnoVation,[winner],2–1,aLive,[loser],T,T,LotV,offline
08/16/2017,INnoVation,[loser],1–2,GuMiho,[winner],T,T,LotV,offline
